Region/Country/Area,Year,Population aged 0 to 14 years old (percentage),Population aged 60+ years old (percentage),Population density,Population mid-year estimates (millions),Population mid-year estimates for females (millions),Population mid-year estimates for males (millions),Sex ratio (males per 100 females),surface_area_km2,Latitude,Longitude
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39524.8,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39523.582,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39522.36,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39521.14,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39519.918,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39518.695,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39517.47,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39516.246,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39515.02,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39514.42,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39513.824,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39513.227,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39512.625,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39512.027,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39511.43,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39510.83,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39510.23,47,8
Switzerland,2015,14.9,23.5,207.1,8.28,4.18,4.1,97.9,39509.63,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39528,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39528.71,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39528.79,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39528.87,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39528.95,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.03,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.11,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.19,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.27,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.35,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.43,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.51,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.59,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39529.67,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39528.453,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39527.24,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39526.02,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39524.8,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39523.582,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39522.36,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39521.14,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39519.918,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39518.695,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39517.47,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39516.246,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39515.02,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39514.42,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39513.824,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39513.227,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39512.625,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39512.027,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39511.43,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39510.83,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39510.23,47,8
Switzerland,2021,15.1,25.2,217.3,8.69,4.38,4.31,98.6,39509.63,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39528,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39528.71,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39528.79,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39528.87,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39528.95,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.03,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.11,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.19,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.27,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.35,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.43,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.51,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.59,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39529.67,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39528.453,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39527.24,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39526.02,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39524.8,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39523.582,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39522.36,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39521.14,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39519.918,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39518.695,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39517.47,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39516.246,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39515.02,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39514.42,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39513.824,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39513.227,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39512.625,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39512.027,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39511.43,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39510.83,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39510.23,47,8
Switzerland,2022,15,25.7,218.6,8.74,4.4,4.34,98.6,39509.63,47,8
Syria,2010,36.4,5.2,121.6,22.34,11.06,11.28,102,183780,,
Syria,2010,36.4,5.2,121.6,22.34,11.06,11.28,102,183590,,
Syria,2010,36.4,5.2,121.6,22.34,11.06,11.28,102,183570,,
Syria,2010,36.4,5.2,121.6,22.34,11.06,11.28,102,183630,,
Syria,2010,36.4,5.2,121.6,22.34,11.06,11.28,102,183640,,
Syria,2015,41.1,6.3,104.5,19.21,9.54,9.66,101.3,183780,,
Syria,2015,41.1,6.3,104.5,19.21,9.54,9.66,101.3,183590,,
Syria,2015,41.1,6.3,104.5,19.21,9.54,9.66,101.3,183570,,
Syria,2015,41.1,6.3,104.5,19.21,9.54,9.66,101.3,183630,,
Syria,2015,41.1,6.3,104.5,19.21,9.54,9.66,101.3,183640,,
Syria,2021,33,7.2,116.1,21.32,10.64,10.68,100.4,183780,,
Syria,2021,33,7.2,116.1,21.32,10.64,10.68,100.4,183590,,
Syria,2021,33,7.2,116.1,21.32,10.64,10.68,100.4,183570,,
Syria,2021,33,7.2,116.1,21.32,10.64,10.68,100.4,183630,,
Syria,2021,33,7.2,116.1,21.32,10.64,10.68,100.4,183640,,
Syria,2022,31.4,7.2,120.4,22.13,11.05,11.08,100.3,183780,,
Syria,2022,31.4,7.2,120.4,22.13,11.05,11.08,100.3,183590,,
Syria,2022,31.4,7.2,120.4,22.13,11.05,11.08,100.3,183570,,
Syria,2022,31.4,7.2,120.4,22.13,11.05,11.08,100.3,183630,,
Syria,2022,31.4,7.2,120.4,22.13,11.05,11.08,100.3,183640,,
Tajikistan,2010,36.8,4.6,53.3,7.62,3.82,3.81,99.7,139960,39,71
Tajikistan,2010,36.8,4.6,53.3,7.62,3.82,3.81,99.7,138786,39,71
Tajikistan,2010,36.8,4.6,53.3,7.62,3.82,3.81,99.7,138790,39,71
Tajikistan,2015,36.6,4.9,59.6,8.52,4.24,4.28,100.8,139960,39,71
Tajikistan,2015,36.6,4.9,59.6,8.52,4.24,4.28,100.8,138786,39,71
Tajikistan,2015,36.6,4.9,59.6,8.52,4.24,4.28,100.8,138790,39,71
Tajikistan,2021,36.4,5.9,68.1,9.75,4.84,4.91,101.3,139960,39,71
Tajikistan,2021,36.4,5.9,68.1,9.75,4.84,4.91,101.3,138786,39,71
Tajikistan,2021,36.4,5.9,68.1,9.75,4.84,4.91,101.3,138790,39,71
Tajikistan,2022,36.3,6.2,69.6,9.95,4.94,5.01,101.3,139960,39,71
Tajikistan,2022,36.3,6.2,69.6,9.95,4.94,5.01,101.3,138786,39,71
Tajikistan,2022,36.3,6.2,69.6,9.95,4.94,5.01,101.3,138790,39,71
Thailand,2010,19.3,13.2,133.6,68.27,34.76,33.51,96.4,510890,15,100
Thailand,2015,17.4,16.3,137.6,70.29,35.93,34.37,95.6,510890,15,100
Thailand,2021,15.8,21.2,140.2,71.6,36.81,34.79,94.5,510890,15,100
Thailand,2022,15.5,22,140.3,71.7,36.89,34.81,94.3,510890,15,100
Timor-Leste,2010,41.4,7.6,73.2,1.09,0.53,0.56,105.3,,,
Timor-Leste,2015,39,7.9,81.1,1.21,0.59,0.62,104.1,,,
Timor-Leste,2021,35.3,7.4,88.8,1.32,0.65,0.67,104.1,,,
Timor-Leste,2022,34.7,7.3,90.2,1.34,0.66,0.68,104,,,
Togo,2010,41.8,4.6,120.8,6.57,3.28,3.29,100.2,54390,8,1.17
Togo,2015,41.4,4.7,137.4,7.47,3.72,3.75,100.7,54390,8,1.17
Togo,2021,40.2,5,158.9,8.64,4.3,4.35,101.1,54390,8,1.17
Togo,2022,40,5.1,162.7,8.85,4.4,4.45,101.1,54390,8,1.17
Tokelau,2010,30.4,14.6,113.9,0,0,0,105.1,,-9,-172
Tokelau,2015,30.1,14.6,121.2,0,0,0,104.1,,-9,-172
Tokelau,2021,29.3,12.6,154.1,0,0,0,99.8,,-9,-172
Tokelau,2022,28.5,12.9,155.9,0,0,0,99.8,,-9,-172
Tonga,2010,37.6,8.2,165.2,0.11,0.05,0.05,101.4,720,-20,-175
Tonga,2015,36.8,8.6,163.3,0.11,0.05,0.05,99.5,720,-20,-175
Tonga,2021,34.6,9,163.1,0.11,0.05,0.05,97.9,720,-20,-175
Tonga,2022,34.3,9,164.4,0.11,0.05,0.05,97.8,720,-20,-175
Trinidad and Tobago,2010,20.8,10.7,274.9,1.41,0.71,0.7,97.5,5130,11,-61
Trinidad and Tobago,2015,20.4,13.4,284.6,1.46,0.74,0.72,97.2,5130,11,-61
Trinidad and Tobago,2021,19.3,16.6,297.4,1.53,0.77,0.75,97.4,5130,11,-61
Trinidad and Tobago,2022,19,17.2,298.4,1.53,0.78,0.76,97.3,5130,11,-61
Tunisia,2010,23.8,9.8,70.1,10.9,5.47,5.42,99.1,155360,34,9
Tunisia,2015,24.2,11.2,74.4,11.56,5.82,5.74,98.5,155360,34,9
Tunisia,2021,24.9,13.4,78.9,12.26,6.21,6.06,97.6,155360,34,9
Tunisia,2022,24.8,13.7,79.5,12.36,6.26,6.1,97.5,155360,34,9
Turkmenistan,2010,30.2,6,11.2,5.27,2.67,2.6,97.5,469930,40,60
Turkmenistan,2015,30.4,6.8,12.3,5.77,2.91,2.85,97.9,469930,40,60
Turkmenistan,2021,31.2,8.5,13.5,6.34,3.2,3.14,98.2,469930,40,60
Turkmenistan,2022,31.1,8.8,13.7,6.43,3.24,3.19,98.2,469930,40,60
Turks and Caicos Islands,2010,22.9,9.5,31.3,0.03,0.01,0.02,103.2,950,21.75,-71.58
Turks and Caicos Islands,2015,18.8,12.5,38.5,0.04,0.02,0.02,102.5,950,21.75,-71.58
Turks and Caicos Islands,2021,16.7,15.2,47.5,0.05,0.02,0.02,101.5,950,21.75,-71.58
Turks and Caicos Islands,2022,16.7,15.6,48.1,0.05,0.02,0.02,101.4,950,21.75,-71.58
Tuvalu,2010,32.5,8.4,351.7,0.01,0.01,0.01,105,30,-8,178
Tuvalu,2015,31.6,8.9,362.6,0.01,0.01,0.01,106.8,30,-8,178
Tuvalu,2021,31.6,10.8,373.5,0.01,0.01,0.01,105.6,30,-8,178
Tuvalu,2022,31.7,11.1,377.1,0.01,0.01,0.01,105.2,30,-8,178
Turkey,2010,26.7,9.5,95.1,73.2,36.44,36.76,100.9,769630,39,35
Turkey,2015,24.6,10.6,103.5,79.65,39.67,39.97,100.8,769630,39,35
Turkey,2021,23.5,12.3,110.2,84.78,42.29,42.49,100.5,769630,39,35
Turkey,2022,23.2,12.7,110.9,85.34,42.58,42.76,100.4,769630,39,35
Uganda,2010,49.9,2.6,161.9,32.34,16.42,15.92,96.9,199810,1,32
Uganda,2010,49.9,2.6,161.9,32.34,16.42,15.92,96.9,200520,1,32
Uganda,2015,48.5,2.7,187.6,37.48,18.98,18.49,97.4,199810,1,32
Uganda,2015,48.5,2.7,187.6,37.48,18.98,18.49,97.4,200520,1,32
Uganda,2021,45.2,2.9,229.5,45.85,23.15,22.7,98,199810,1,32
Uganda,2021,45.2,2.9,229.5,45.85,23.15,22.7,98,200520,1,32
Uganda,2022,44.8,2.9,236.5,47.25,23.85,23.4,98.1,199810,1,32
Uganda,2022,44.8,2.9,236.5,47.25,23.85,23.4,98.1,200520,1,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579350,49,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579340,49,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579380,49,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579360,49,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579330,49,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579320,49,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579290,49,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579300,49,32
Ukraine,2010,14.2,20.8,78.9,45.68,24.62,21.06,85.6,579400,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579350,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579340,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579380,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579360,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579330,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579320,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579290,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579300,49,32
Ukraine,2015,15.2,22,77.6,44.98,24.16,20.82,86.2,579400,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579350,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579340,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579380,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579360,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579330,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579320,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579290,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579300,49,32
Ukraine,2021,15.2,24.5,75.1,43.53,23.38,20.15,86.2,579400,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579350,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579340,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579380,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579360,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579330,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579320,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579290,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579300,49,32
Ukraine,2022,15.4,26.5,68.5,39.7,21.47,18.23,84.9,579400,49,32
United Arab Emirates,2010,13.7,0.3,119.4,8.48,2.31,6.18,267.7,71020,24,54
United Arab Emirates,2015,14.3,1.1,125.5,8.92,2.58,6.34,245.7,71020,24,54
United Arab Emirates,2021,15.1,3.3,131.9,9.37,2.85,6.51,228.2,71020,24,54
United Arab Emirates,2022,15.2,3.5,132.9,9.44,2.89,6.55,226.3,71020,24,54
United Kingdom,2010,17.6,22.3,258.5,62.76,31.96,30.8,96.4,241930,54,-2
United Kingdom,2015,17.7,23.2,268.7,65.22,33.1,32.13,97.1,241930,54,-2
United Kingdom,2021,17.7,24.8,277.2,67.28,34.04,33.24,97.6,241930,54,-2
United Kingdom,2022,17.5,25.2,278.1,67.51,34.15,33.36,97.7,241930,54,-2
Tanzania,2010,45.1,4.7,50.9,45.11,22.93,22.18,96.7,885800,,
Tanzania,2015,44.8,4.8,59.3,52.54,26.68,25.86,96.9,885800,,
Tanzania,2021,43.6,4.7,71.8,63.59,32.17,31.42,97.7,885800,,
Tanzania,2022,43.4,4.7,73.9,65.5,33.13,32.37,97.7,885800,,
United States Virgin Islands,2010,20.7,20.6,303.3,0.11,0.06,0.05,91.6,9147420,,
United States Virgin Islands,2015,19.5,23.9,293.7,0.1,0.05,0.05,90.6,9147420,,
United States Virgin Islands,2021,19.2,27.3,286,0.1,0.05,0.05,87.8,9147420,,
United States Virgin Islands,2022,19.2,27.7,284.2,0.1,0.05,0.05,87.3,9147420,,
United States of America,2010,19.9,18.3,34,311.18,157.91,153.27,97.1,9147420,,
United States of America,2015,19.3,20.3,35.5,324.61,164.11,160.49,97.8,9147420,,
United States of America,2021,18.2,23,36.8,337,170.06,166.94,98.2,9147420,,
United States of America,2022,18,23.4,37,338.29,170.79,167.5,98.1,9147420,,
Uruguay,2010,22.3,18.8,19.4,3.35,1.74,1.62,93.2,175020,-33,-56
Uruguay,2015,21.1,19.4,19.6,3.4,1.76,1.64,93.4,175020,-33,-56
Uruguay,2021,19.4,20.6,19.8,3.43,1.77,1.66,93.9,175020,-33,-56
Uruguay,2022,19.1,20.8,19.8,3.42,1.76,1.66,94,175020,-33,-56
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,425400,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435965,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435911,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435877,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435853,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435849,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435850,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435984,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435967,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435945,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435892,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435809,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435800,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,435789,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,440600,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,440591,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,440588,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,440587,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,440555,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,440650,41,64
Uzbekistan,2010,29.2,6.5,67.3,28.61,14.32,14.29,99.8,440653,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,425400,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435965,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435911,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435877,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435853,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435849,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435850,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435984,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435967,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435945,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435892,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435809,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435800,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,435789,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,440600,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,440591,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,440588,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,440587,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,440555,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,440650,41,64
Uzbekistan,2015,28.5,7.1,72.8,30.95,15.47,15.48,100.1,440653,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,425400,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435965,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435911,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435877,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435853,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435849,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435850,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435984,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435967,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435945,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435892,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435809,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435800,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,435789,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,440600,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,440591,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,440588,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,440587,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,440555,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,440650,41,64
Uzbekistan,2021,30.1,8.4,80.1,34.08,17.03,17.05,100.1,440653,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,425400,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435965,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435911,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435877,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435853,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435849,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435850,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435984,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435967,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435945,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435892,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435809,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435800,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,435789,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,440600,41,64
Uzbekistan,2022,30.2,8.6,81.4,34.63,17.3,17.33,100.2,440591,41,64
